id,division,summary,likeCount,s1,s2,s3,total,rationale
9376,TECH,"갈아신을 필요 없는, 상황 맞춤형 조립식 신발",1,5,5,4,14,조립식 신발 단일 제품
6129,TECH,다양한 소재의 장식물 탈부착으로 유니크한 개성을 표현할 수 있는 티셔츠,1,3,4,4,11,탈부착 티셔츠 단일 제품
9369,TECH,이발사가 쉬워지고 고객이 쉬워지는 AI 이발소,1,4,5,5,14,AI 이발소 기존 유사
9366,TECH,반려동물 분양플랫폼,2,3,4,4,11,반려동물 분양 플랫폼 규제 민감
9353,TECH,애안(愛眼) “세상을 함께 느끼게 하는 도구”,1,3,3,3,9,애안 도구 모호
6843,TECH,"DMZ 감악산 머루포도를 활용한 발사믹 프리미엄 소스 개발과 체험 형 콘텐츠를 결합하여 지역 농산물의 부가가치를 높이고, 발달장애인을 위한 새로운 일자리 모델을 만드는 사업",1,4,5,4,13,DMZ 머루 발사믹 지역 F&B
9332,TECH,"데이터의 잔차를 파헤쳐, 신뢰 지표를 파는 검증 시스템",4,6,5,5,16,데이터 잔차 검증 시스템 모호하나 기술적
9351,TECH,상담Ai Software as a Service,1,4,5,6,15,상담 SaaS 경쟁 치열
9340,TECH,도전!전자레인지로 10분이내 만드는 아기들 베이킹샵,1,2,4,3,9,전자레인지 아기 베이킹샵 F&B
9327,TECH,한글로 된 보드게임을 만들어 한류의 글로벌화에 이바지한다,1,3,4,5,12,한글 보드게임 글로벌 니치
9318,TECH,"간병인 보호자가족 환자 연결 채용 앱. 시간당 채용가능. 경력단절학부모, 자투리시간 혹은 저녁시간 혹은 낮시간, 아침시간만가능 노동제공자, 재물제공자 연결 채용. 연계 아이돌봄.",2,4,6,5,15,간병인 시간제 매칭 앱 수요 존재
9315,TECH,메모장으로 버티는 중고차 딜러를 위한 첫 번째 업무관리 앱,2,5,6,5,16,중고차 딜러 업무관리 앱 명확 니치
9284,TECH,3040 직장인을 위한 기상 데이터 연동 피부 진단 및 고객 피드백 기반의 초개인화 뷰티 솔루션,1,5,6,6,17,기상 연동 피부 진단 초개인화 뷰티
8847,TECH,"그래픽, 스토리 등 컨텐츠 생성형 AI기술이 적용된 모바일 온라인 덱빌딩 카드 게임 서비스 및 게임 그래픽 생성형 AI 서비스",1,4,5,5,14,생성AI 덱빌딩 카드게임 레드오션
9290,TECH,초기 노화 불안과 성분 피로를 줄이는 비건 슬로우에이징 맞춤 스킨케어 솔루션,1,4,5,5,14,비건 슬로우에이징 스킨케어 경쟁 치열
9302,TECH,"바쁜 현대인, 군인들을 위한 올인원 목욕세제 개발도전  샴푸,세안제, 바디클린저를 한번에 씻을수 있는 천연세제 개발",1,3,4,4,11,올인원 목욕세제 단일 제품
9304,TECH,상법 개정에 따른 전자주주총회 서비스,1,6,7,5,18,전자주주총회 상법 규제 대응 B2B
2575,TECH,"수익의 증식과 자산의 유출 방지를 동시에, '자산 선순환 구조 설계'",2,3,4,4,11,자산 선순환 설계 모호
9291,TECH,피스톤을 사용한 치약일체형 칫솔,1,4,4,4,12,치약 일체 칫솔 단일 제품
9270,TECH,말 한마디로 예매·결제·복지 혜택까지 — 어르신을 위한 AI 음성 기반 생활 도우미 앱,6,5,6,5,16,어르신 AI 음성 생활 앱 공공 수요
293,TECH,"P2P 매칭 기반 호혜형 언어교환 수익화 플랫폼 - 당신도 누군가의 원어민,서로말(Seoromal)",2,4,5,6,15,P2P 언어교환 수익화 기존 다수
9274,TECH,AI기반 탄소 발자국 실시간 트래킹 및 보상 플랫폼,2,4,4,5,13,탄소 발자국 트래킹 경쟁 존재
9254,TECH,세계에서 각종 맛 있는 과자를 만들수 있는 제과공장,2,2,3,4,9,글로벌 과자 공장 모호
8098,TECH,"시니어를 위한 생활 및 공공 기기 (키오스크, 가전 제품 등)사용 AI 도우미",2,5,6,5,16,시니어 키오스크 AI 도우미 공공 수요
9255,TECH,AI 기반 중소기업 공급망 금융 플랫폼,1,6,7,6,19,중소기업 공급망 금융 AI 플랫폼
9266,TECH,진짜 절박하게 하고싶은사람,1,1,2,2,5,내용 없음
9232,TECH,"정형화된 형식을 넘어 고유한 삶의 색깔을 빛내주는, 지속 가능한 방식의 맞춤형 화환",1,3,4,4,11,맞춤 화환 니치
9249,TECH,대학생 협업의 올인원 플랫폼,1,3,4,4,11,대학생 협업 올인원 플랫폼 기존 다수
9223,TECH,당신의 ‘빵BTI‘ 를 알려드립니다! - 빵쏘나,1,3,4,5,12,빵BTI 진단 재미 콘텐츠
9214,TECH,"콘텐츠 번역 현장에서,  AI 기반 다중 번역·역번역 분석으로 대사 단위 번역 실패 위험을 사전에 잡아주는 로컬라이징 품질 점검 플랫폼",1,6,6,7,19,콘텐츠 번역 AI 품질검증 B2B 명확
9233,TECH,"꽃, 케이크 기념일 구독 서비스",1,3,5,4,12,기념일 구독 서비스 경쟁 존재
6187,TECH,알레르기 기반 데이터로 반려동물 맞춤 식단을 설계하는 푸드테크 서비스,1,5,6,5,16,반려동물 알러지 맞춤 식단 푸드테크
9162,TECH,대학 및 스타트업을 위한 올인원(All-in-One) 하드웨어 가속 솔루션,3,6,6,6,18,하드웨어 가속 올인원 B2B 니치 기술
9203,TECH,"세상의모든 행사를 연결하다(백화점,축제등 행사 물가완화) . 부스업",1,3,4,4,11,행사 부스 연결 모호
3710,TECH,초음파 고주파 에스테틱샵 운영,1,2,4,3,9,에스테틱샵 서비스업
9136,TECH,지역 음악 아티스트를 위한 커뮤니티 기반의 온오프라인 창작 플랫폼 앤빌 스튜디오',1,3,4,4,11,지역 음악 커뮤니티 니치
9213,TECH,배터리없이 압전기술을 활용한 미세전류칫솔,1,6,5,5,16,압전 미세전류 칫솔 기술 차별
9215,TECH,"AI 기술을 활용하여 소상공인의 SNS(인스타그램, 블로그 등)를 자동으로 관리해주는 대행 서비스이다. 콘텐츠 제작, 댓글/DM 응답 통합적으로 관리하며 사업자의 시간 부담 절약",1,4,6,5,15,소상공인 SNS AI 대행 경쟁 치열
9208,TECH,도전! 가방 걸이 프로젝트,1,3,4,3,10,가방 걸이 단일 액세서리
9199,TECH,도전 나만의 와인바!!,1,2,4,3,9,1인 와인바 F&B
9104,TECH,"문틀에 1분 부착, 갇힌 사람이 혼자서 문을 여는 초박형 안전장치를, 가정 내 최초의 고정형 광고 플랫폼으로 사업화합니다.",1,6,5,5,16,문틀 안전장치+광고 플랫폼 독특 결합
8730,TECH,"""아이 키우며 가계부로 월급 받는 주부 전용 경제 독립 플랫폼, [맘스라운지]""",2,4,5,4,13,주부 가계부 경제 플랫폼 니치
9185,TECH,반려동물들의 약국편의점,1,3,4,4,11,반려동물 약국 편의점 니치
4584,TECH,작업자의 움직임이 곧 전원 — 배터리 없이 추락·충격·무응답을 스스로 감지하는 산업안전장비 SafeCell,2,8,7,6,21,에너지 하베스팅 산업안전 SafeCell 기술 해자
9068,TECH,"3D 프린터를 활용한 금속, 카본 융합 제품 개발",1,5,5,5,15,3D 프린팅 금속 카본 니치 제조
9169,TECH,"약 570만 자영업 사장님들이 업종별로 모여 세무/회계, 업종 고민을 나누고 소통하며, 인증된 전문가에게 실시간 상담받을 수 있는 커뮤니티 플랫폼 ""물어보세""",2,5,6,6,17,자영업 업종 커뮤니티 세무 수요
5060,TECH,"부품 검증으로 불용 자재의 선순환을 이끌고, 탄소 회피 인증을 실현하는 B2B 부품 순환 플랫폼",8,6,7,6,19,B2B 부품 순환 탄소인증 ESG 수요
8104,TECH,인류의 지적 유산을 AI로 발굴하고 현대적 통찰로 재해석하는 도서 콘텐츠 큐레이션 플랫폼,1,4,5,5,14,AI 도서 큐레이션 경쟁 존재
9161,TECH,AI가 컴퓨터를 직접 조작해 반복 업무를 대신하는 데스크톱 앱 — 누구나 자동화 SKILL을 만들고 설치할 수 있는 'AI 위의 앱스토어'입니다.,3,7,7,8,22,AI 컴퓨터 조작 앱스토어 기술 글로벌 잠재
9164,TECH,VITA-TOWN: 20대 미혼 여성 기술자 주도 ‘수익-고용 연동형’ 아파트 안심 통합 솔루션,2,4,5,4,13,VITA-TOWN 여성 아파트 안심 서비스 니치
9157,TECH,다양한 보드게임을 즐길수 있는 디지털 보드 게임 기기,1,3,4,4,11,디지털 보드게임 기기 니치
9127,TECH,전기차 화재 피해를 줄이는  건물 진출입 화재 위험 감지 시스템 아이디어,1,6,6,5,17,전기차 건물 진출입 화재감지 수요
9149,TECH,“향이 아닌 공기와 무드를 디자인하는 레이어링 향수 브랜드”,1,3,5,5,13,레이어링 향수 브랜드 경쟁 치열
8370,TECH,"식사·건강 기록 기반으로 나의 체질을 분석하고, 체질에 맞는 음식을 추천해주는 건강 관리 앱",1,4,5,5,14,체질 기반 음식 추천 앱 기존 유사
9052,TECH,심장혈관 입구에 빠르게 삽입하는 스텐트(STENT) - 의료 기기,2,7,6,6,19,심혈관 스텐트 의료기기 규제 진입
9091,TECH,"AI 기반 발건강(내성발톱 등) 관리·기록·코칭 플랫폼, IMGroo(아이엠그루)",1,4,5,5,14,발건강 AI 플랫폼 니치
9140,TECH,귀관리 위생귀청소 마사지집,1,2,4,3,9,귀청소 마사지 서비스업
9098,TECH,아날로그 중심의 미용 현장을 자체 개발한 웹 AI 데이터 기반기술로 샵내 아카데미 교육시스템을 구축 청년일자리창출을 실행합니다.,1,4,5,5,14,미용 웹 AI 교육 시스템 기존 다수
9133,TECH,"전 세대를 아우르는 원스톱 언어치료 통합 케어 플랫폼(조기 선별부터 맞춤 치료 매칭, 정부 지원 연계까지-)",2,6,6,6,18,언어치료 통합 케어 플랫폼 공공 수요
9119,TECH,"“사주를 행동으로 바꾸는 루틴형 AI 서비스, 루틴AI”",1,4,5,5,14,사주 AI 루틴 재미 요소
8663,TECH,객인 경추 특성을 고려한 맞춤형 3D프린터 배개,1,5,5,4,14,경추 맞춤 3D 베개 기존 유사
8141,TECH,AI 기술이 적용된 보컬 트레이닝 서비스,1,4,5,5,14,AI 보컬 트레이닝 경쟁 존재
9079,TECH,AI 사진촬영 코치 카메라앱,1,4,5,5,14,AI 사진 코치 카메라앱 경쟁 포화
9113,TECH,전기 화재 안전장치,1,5,5,4,14,전기 화재 안전장치 모호
9070,TECH,모두의 창업 프로젝트,1,1,2,2,5,내용 없음
9088,TECH,위생 주기에 맞춘 주방 소모품 구독 서비스,1,3,5,4,12,주방 소모품 구독 기존 다수
3623,TECH,한국 화장품을 유럽으로 수출해 판매하는 유통업,1,3,5,5,13,K뷰티 유럽 유통 서비스업
8967,TECH,힘 닿는 데까지 - 당신의 힘 닿는 데 까지만 도움을 주면 되는 모두의 스펙 쌓기 플랫폼,1,3,4,4,11,스펙 쌓기 도움 플랫폼 모호
8981,TECH,"딥페이크 공포 없는 깨끗한 디지털 세상, 조작 불가능한 영상 증명  '디지털 인감' 블록체인 플랫폼,TrueShot(트루숏)",1,7,6,7,20,딥페이크 방지 영상 인감 블록체인 규제 수요
9013,TECH,역세권 비밀맛집 지도 유료결제 서비스(앱),1,3,5,4,12,역세권 맛집 지도 유료 기존 다수
9108,TECH,에이전트 사용을 위한 보안 솔루션,1,6,6,6,18,AI 에이전트 보안 솔루션 B2B 수요
9106,TECH,중고낚시 용품플레폼,1,3,4,4,11,중고낚시 용품 플랫폼 니치
8962,TECH,"""야 오늘도  배달이야?"" 배달 대신 우리 동네 자취생과 함께 나눠 사고 요리하고 레시피 공유해봐! 자취생 커뮤니티, 자취모여(Jachwi Moyeo)",1,3,4,4,11,자취생 커뮤니티 기존 다수
8991,TECH,"AI 기반 개인의 멘탈케어 및 정신건강 대한 사화적 인식 개선을 개선하는 플랫폼, 멘토리 (Mentory)",1,4,5,5,14,AI 멘탈케어 플랫폼 경쟁 치열
9102,TECH,AI 기반 지능형 정보 탐색 및 자동 분석 플랫폼 “InsightFlow”,1,4,5,5,14,AI 탐색 플랫폼 모호 버즈워드
9015,TECH,"실시간 비전 AI와 LLM을 결합하여 현장 맞춤형 가성비 상품을 추천하는 지능형 쇼핑 도우미, 꿀픽버",1,5,6,6,17,실시간 비전+LLM 쇼핑 도우미 차별성
9071,TECH,모든 종류의 반려동물 AI 포토 다이어리 및 건강 체크 앱,1,4,5,5,14,반려동물 AI 다이어리 경쟁 포화
9097,TECH,차트 알고리즘을 통한 AI 매매 기술을 적용하여 수익창출,1,3,4,4,11,차트 AI 자동 매매 과장 리스크
9081,TECH,러닝머신과 디지털 콘텐츠를 결합해 세계 마라톤 코스와 페이스메이킹을 구현하는 게임형 실내 러닝 플랫폼,1,5,5,5,15,게임형 실내 러닝 플랫폼 차별 중
8974,TECH,차량 상태와 이력을 투명하게 공개하는 중고차 거래 서비스,1,4,6,5,15,투명 중고차 서비스 기존 유사
8973,TECH,"향을 사는 것이 아닌 감정과 경험을 산다, 감정과 도시의 이야기를 향으로 번역해, 앨범처럼 경험하는 향수 브랜드",2,3,4,4,11,감정 도시 향수 브랜드 니치
3493,TECH,"누구든 쉽게 쓸 수 있는, 콩 농사 인공지능 로봇 FarmX",2,7,6,5,18,콩 농사 AI 로봇 하드웨어 기술
9078,TECH,AI활용 실제 인생 레벨업하자! 개인이 목표와 달성기간을 설정하면 AI가 분석하여 목표달성 미션을 제공하여 게임과 같이 수행완료 시 경험치 부여 현생의 레벨업 지원,1,4,5,5,14,AI 인생 레벨업 게이미피케이션 기존 유사
9044,TECH,소화가 어려운 사람도 편하게 먹을 수 있는 적외선숙성 단백질 식품,1,6,5,5,16,적외선 숙성 단백질 소화 기술
6469,TECH,로컬-타이(Local-Tie),1,2,3,3,8,로컬타이 내용 없음
9036,TECH,이색 반려동물 AI 사육역량 검증교구 개발,1,3,4,4,11,이색 반려동물 사육 교구 니치
8960,TECH,"어두운 이미지에저 밝은 이미지로,무인 카라오케 '메멘토'(셀프 카라오케)",1,3,4,4,11,셀프 카라오케 기존 존재
8999,TECH,"AI기반 단체-개인 통합 모임 일정 관리 및 추천 사이트, 놀래 말래?",1,4,5,5,14,모임 일정 관리 앱 경쟁 치열
9023,TECH,자기전 우리가 하는 가장 많은 행동은 핸드폰을 보는 것이다 더이상 핸드폰을 얼굴에 떨어뜨릴 일이 없고 같은 자세를 유지하여 허리에 담이 오는 일이 없는 제품,1,3,4,3,10,폰 거치대 단일 액세서리
8968,TECH,"노후 건축물 및 인프라를 위한 저비용 안정성 진단 통합 플랫폼, 시티가드(CityGuard AI)",1,7,7,6,20,노후 건축 AI 안정성 진단 B2G 수요
8993,TECH,"AI가 알아서 일정 정리해주고 언제 뭘 해야 할지 대신 정해주는 일정 관리 앱, TimeMate(타임메이트)",1,4,5,5,14,AI 일정 관리 앱 경쟁 포화
8641,TECH,쓰레기가 너무 많아지고 줄일 수 있는 방향을 제안하고 쓰레기 줄이는 것이 즐거움이 되는 친환경 이커머스를 실현하고자 합니다,1,4,5,5,14,친환경 쓰레기 감축 이커머스 경쟁 존재
8980,TECH,한식의 맛을 이자카야 스타일로 풀어낸 한식 주점 (심야식탁),1,2,4,3,9,한식 주점 F&B
9047,TECH,목표RPG 경쟁 게임,1,3,4,4,11,목표 RPG 경쟁 게임 모호
8997,TECH,발전기 효율이 커지는 기술(회전부하가 절감되는 고효율 발전장치),1,7,6,5,18,고효율 발전기 기술 해자 가능성
8992,TECH,Al 를 이용한 보호 서비스 앱 을 이용해서 위협 수준 에 맞게 적절하게  검증된 인원을 배치해주는 서비스,1,4,5,5,14,AI 경호 배치 서비스 니치
8988,TECH,수면 온도를 지켜주는 자동화 장치,1,5,5,4,14,수면 온도 자동화 장치 기존 유사
9046,TECH,외국인 취향 분석 통한 국내 관광 활성화,1,3,4,5,12,외국인 관광 취향 분석 모호
8961,TECH,"소방관부터 건설 현장까지, 작업자를 위한 위험 감지 및 충격 보호 장비, Safety Equipment",1,6,6,5,17,소방 건설 위험 감지 보호 장비 수요
9009,TECH,설명서 등록/조회 플랫폼,1,4,5,5,14,설명서 등록 플랫폼 니치
8982,TECH,불당동 불주먹이 알려주는 이 번들로 여러분들은 어쩌면 취업 천재?,1,2,3,3,8,취업 번들 모호
9040,TECH,여성 안심 귀가 동행 & 생활 밀착형 경호 서비스,1,3,5,4,12,여성 안심 귀가 경호 기존 다수
9030,TECH,"수술후재활,운동센터",1,2,4,3,9,수술후 재활 센터 서비스업
8972,TECH,초과사지 기반 재활 프로그램 개발,1,6,5,5,16,초과사지 재활 프로그램 니치 기술
8940,TECH,커피 부산물 현장 전처리 모듈 개발을 통한 스마트팜 식품 생산 시스템 구축,1,6,5,5,16,커피부산물 전처리 스마트팜 기술
4553,TECH,무인 자동화 귀금속 매매 장치,1,5,5,4,14,무인 귀금속 매매 장치 니치
9019,TECH,챠트를 분석하여  AI 을 활성화한 투자 길라잡이,1,3,4,4,11,AI 투자 길잡이 과장
9018,TECH,돌찬치를 치킨 시켜 먹듯이?,1,2,3,3,8,돌잔치 배달 모호
4224,TECH,"커플 상담의 핵심을 AI로 대체해, 4,900원부터 관계를 진단하고 돌보는 서비스",1,5,6,6,17,커플 상담 AI 저가 대중화 접근
8985,TECH,"모듈형 증착 장비와 장비 데이터 수집·활용 기술을 결합해 개조·유지보수 효율과 공정 최적화를 동시에 구현하고, 축적된 공정 데이터를 기반으로 향후 Physical AI로 확장 가능",2,7,6,6,19,모듈형 증착 장비 데이터 기반 Physical AI B2B
9010,TECH,"AI 서류작성 도우미 ( 문서 파일 제공 및 문서 작성, 문서 검색 도우미)",2,3,5,5,13,AI 서류 작성 경쟁 포화
8588,TECH,"콘텐츠 기획부터 첫 매출까지, 크리에이터 혼자선 막막했던 그 과정을 AI가 옆에서 단계별로 함께 완성해주는 크리에이터 전용 AI, 크릿",2,5,6,6,17,크리에이터 단계별 AI 코치 경쟁 치열
8978,TECH,모임 규모에 맞는 카페를 자동 매칭해주는 공간 연결 플랫폼,3,3,4,4,11,모임 카페 매칭 기존 유사
8994,TECH,"참여형 여행 레시피 플랫폼, 여행 경험과 루트를 기록하고 공유하는 디지털 롤링페이퍼  '롤링트립'",3,3,4,5,12,여행 레시피 롤링페이퍼 니치
8898,TECH,신재생 인프라(태양광인버터&ESS&전기충전소) 구독 서비스: O&M 비지니스를 통한 지역 청년 및 중장년 고용창출 사업,2,5,6,5,16,신재생 인프라 구독 O&M 지역 고용
8965,TECH,운전자의 체형·자세 데이터를 기반으로 장시간 주행 시 발생하는 허리 통증과 골반 불균형을 개선하는 맞춤형 인체공학 시트,2,5,5,5,15,인체공학 시트 자동차 기존 유사
8964,TECH,안 나가면 안 되겠니? (AI 비전 기술 기반 패션 테러리스트 자동 차단 및 독설 코치 시스템),3,3,4,4,11,패션 AI 독설 코치 유머 콘텐츠
8947,TECH,규격화된 재세척 유리병 시스템 사업,2,5,5,4,14,재세척 유리병 시스템 ESG 니치
8941,TECH,초소형 모바일-CT (구급차에 장착해 뇌졸증 환자에 골든 타임을 지켜줄 수 있는 혁신적인 의료용 장비),3,9,7,8,24,모바일 CT 뇌졸중 골든타임 의료 혁신
8987,TECH,나만의 개인 맞춤 자기관리 트레이닝 어플 모두가 할수있다 올라잇(all right),1,3,4,5,12,개인 트레이닝 앱 경쟁 포화
8923,TECH,장애 아동의 감각·반응 패턴을 활용한 예술 게임 개발 연구,2,4,4,4,12,장애 아동 감각 예술 게임 니치
8976,TECH,비싸게 사기 부담스러운 공구를 빌려주는 동네 공유 서비스,1,3,4,4,11,동네 공구 공유 기존 다수
6076,TECH,중화권 외국인 기반 로컬 제휴·브랜드 매출 전환 플랫폼 ‘밍글(Mingle)’,1,4,5,6,15,중화권 외국인 브랜드 매출 플랫폼
7960,TECH,"일본산은 노노 메이드인 코리아 , 비트 질산염·카페인·탄수화물을 기반으로 한 고강도 운동 특화 상온 안정형 에너지젤",1,5,5,6,16,국산 에너지젤 기능성 식품 경쟁
8954,TECH,최고의 룸메이트 매칭 시스템,1,3,4,4,11,룸메이트 매칭 기존 다수
8689,TECH,"부동산 물건, 여기저기 어렵게 찾지 말고 이제 '쀼탁' 에서 한번에 찾자!!",1,3,4,4,11,부동산 통합 검색 기존 다수
8595,TECH,한국의 모든 가정에 불편하고 생활하기 힘든 주거공간에 부분및 전체 보수공사로 셀프 인테리어를 하실수 있도록 도움을 드립니다.,1,3,4,4,11,셀프 인테리어 서비스 기존 다수
8917,TECH,맞춤형 회전 헤드셋,1,4,5,4,13,회전 헤드셋 단일 제품
8932,TECH,베리어프리 의료키오스크,1,5,6,5,16,배리어프리 의료 키오스크 공공 수요
8933,TECH,병원 건강검진센터 예약 프로그램,1,3,4,4,11,건강검진 예약 기존 다수
8926,TECH,읽는 리플렛에서 만드는 리플렛으로 — 조립형 입체 인쇄물 사업,1,5,5,5,15,조립형 입체 인쇄물 니치
8931,TECH,식물조직배양 기반 약용식물 유래 기능성 소재를 활용한 친환경 농업용 무병묘 및 작물 생육촉진·항바이러스 바이오소재 개발,1,7,6,6,19,식물조직배양 약용식물 바이오소재 기술
8928,TECH,사진한장으로손쉽게 분리수거하는 앱&제품,2,4,5,5,14,사진 분리수거 앱 기존 유사
8872,TECH,우리는 One어민!  재외 한국인과 재한 한국인을 잇는 또래 언어교육 플랫폼,1,4,5,6,15,재외 한국인 또래 언어교육 플랫폼 니치
7376,TECH,"Traveler는 사용자의 지역 방문, 소비, 리뷰, 신규 장소 발견을 게임처럼 기록하고 보상하여 동네 탐험과 로컬 상권 소비를 자연스럽게 늘리는 로컬 탐험형 웹 서비스입니다.",1,4,5,5,14,"로컬 탐험 게이미피케이션, 차별성 약함"
8082,TECH,비전문가도 손쉽게 디자인부터 출력 파일 생성까지 가능한 실사출력 자동화 SaaS 플랫폼,1,5,6,6,17,"실사출력 자동화 SaaS, 니치 B2B 가능"
8881,TECH,도서·산간 지역을 위한 버스 승차 알림 스마트 시스템,1,4,5,3,12,"도서산간 버스 알림, 공공성 있으나 확장 제한"
8899,TECH,드론을 활용한 교통상황 실시간안내서비스,1,3,3,3,9,"드론 교통안내, 규제·비용 난제"
8901,TECH,"AI와 AR,디자인의 만남 - 고객체험형 인테리어 미리보기 서비스",1,4,6,5,15,"AR 인테리어 미리보기, 경쟁 포화"
8883,TECH,AI가 영업인 간 상품을 자동 매칭해주는 실시간 거래 플랫폼,1,5,6,6,17,"영업인 간 상품 매칭 플랫폼, 실행난이도"
2499,TECH,만화덕후의 미쳐버린 만화카페,1,2,4,2,8,"만화카페, 기술성 부족"
8833,TECH,"나는 나의 반려동물을 너무 사랑해! 하지만, 견주도 잠깐의 휴식이 필요하다고!",2,3,4,3,10,"반려동물 돌봄, 차별점 모호"
8878,TECH,신호등 없어도 안전히 건너자,1,3,4,3,10,"횡단보도 안전, 구체성 부족"
8853,TECH,3D 프린트 오브제,1,2,3,2,7,"3D 프린트 오브제, 차별성 없음"
8869,TECH,오감으로 읽는 책: 도서 IP와 미디어 아트가 결합된 신개념 체험 전시 기획,2,4,4,3,11,"도서 IP 미디어아트 전시, 스케일 제한"
8873,TECH,대학생 시간표·과제·모임 통합 관리 앱,1,3,4,4,11,"대학생 일정앱, 경쟁 포화"
8864,TECH,"가장 안전한 소재에, 가장 아름다운 동화를 입히다",1,3,4,3,10,"아동 동화 소재, 추상적"
8746,TECH,"AIoT 기반 반려조 헬스케어 통합 솔루션, 퍼치",1,6,5,5,16,"반려조 헬스케어 IoT, 니치 시장"
8717,TECH,식당의 모든 메뉴판을 광고판으로,1,4,5,4,13,"메뉴판 광고판 전환, 실행 의문"
8794,TECH,전 세계의 나라에 그 나라 사람이 운영하는 코리아 팡 을 만드는 게 제 목표입니다.,1,2,3,3,8,"해외 코리아팡, 구체성 부족"
8769,TECH,한국형 메신저 통합 능동 ai 비서,1,4,5,5,14,"한국형 메신저 AI비서, 차별성 약함"
8811,TECH,개인 맞춤형 정부지원사업 사업계획서 작성 AI 서비스,1,4,6,5,15,"사업계획서 작성 AI, 경쟁자 다수"
8793,TECH,"대학생, 취업준비생들이 디자인하는 산학협동 SPA 브랜드 런칭",1,3,4,4,11,"대학생 SPA 브랜드, 기술성 낮음"
8686,TECH,부동산 리얼 3차원 공간 정보 분석 XR 서비스,1,6,6,6,18,"부동산 3D XR 서비스, 기술 난이도 있음"
8781,TECH,소상공인 1인 사업자를 위한 AI Agent 중소기업급 조직 시스템,1,5,6,6,17,"소상공인 AI Agent 조직, 실행 관건"
7103,TECH,"수도 배관을 누구나 보고·고치고·관리할 수 있게 만드는 지상 노출형 수도·난방 통합 분배 시스템 ""K-백미""",2,6,5,4,15,"지상노출 배관 분배 시스템, 하드웨어 해자"
8824,TECH,AI가 분석해주는 버스회사의 스케쥴관리/자산관리 프로그램,1,4,6,4,14,"버스회사 스케줄 SaaS, 좁은 시장"
8712,TECH,코니아(KONIA) : 기독교인을 위한 네트워킹 및 교회 일정 관리 플랫폼,2,3,5,4,12,"기독교인 네트워킹, 커뮤니티 니치"
8796,TECH,관리자 시스템 문의를 줄여주는 Ai Help 시스템,1,4,5,5,14,"관리자 AI Help, 평범한 챗봇"
3903,TECH,AI로 진단하고 자동으로 치료·교정하는 통합 헬스 시스템,1,4,5,5,14,"AI 진단치료 통합, 추상적"
8813,TECH,AI 기반 개인 맞춤형 학습 플랫폼으로 교육 격차를 해소하는 혁신 서비스,1,3,5,5,13,"AI 맞춤 학습, 버즈워드 중심"
8662,TECH,"AI 기반 초정밀 위치 인식 및 상호 부조형 하차 케어 플랫폼 ""어디까지 가?"".",2,5,5,4,14,"정밀 위치 하차 케어, 좁은 용도"
8812,TECH,거기사람많아?” 지도기반 P2P 현장 확인 플랫폼 서비스,1,4,4,4,12,"P2P 현장 확인 지도, 수익 불투명"
8601,TECH,외출 시 유아를 어디서든 안전하고 편하게 앉힐 수 있도록 돕는 휴대형 착석 보조 솔루션,1,4,5,5,14,"휴대형 유아 착석 보조, 제품성 있음"
8600,TECH,"핸드폰 속 AI 버디로, 햄버거 가게든 병원이든 들어서면 자동으로 그곳의 매니저가 되어주는 서비스 (AIRI : AI Relational Interface)",1,4,5,5,14,"상황별 AI 매니저 버디, 추상적"
8780,TECH,주방에 주방장 없는 전문점 플랫폼,1,4,5,5,14,"무인 주방 전문점 플랫폼, 운영난"
8797,TECH,헬스머신 어렵게쓰지말자,1,3,4,3,10,"헬스머신 사용성, 추상적"
8724,TECH,감각 안정 제품으로 현대인의 불안 완화와 정서 조절을 돕는 일상 회복 솔루션,1,4,5,5,14,"감각 안정 정서조절 제품, 차별성 약함"
8783,TECH,몸 안부터 편안하게,1,3,4,3,10,"몸 편안함, 막연"
8158,TECH,장거리 환경에서 대상의 방향을 자동으로 정렬하고 지속적으로 추적하는 지능형 제어 플랫폼,1,6,6,6,18,"장거리 추적 지능 제어, 방산 잠재력"
8773,TECH,열릴 걱정 No! 신개념 컵라면 뚜껑,1,3,4,3,10,"컵라면 뚜껑 개선, 소품 아이디어"
8635,TECH,핸드폰 하나로 관리하는  개방형 AI 건설현장 안전관제 플랫폼,1,6,7,6,19,"건설현장 AI 안전관제, 명확한 pain"
8763,TECH,전국의 문구점 사장님들을 살려주세요,1,2,3,2,7,"문구점 살리기, 구체성 없음"
8644,TECH,일회용컵을 자동으로 정렬·적층하여 부피를 줄이고 재활용 효율을 높이는 친환경 수거 시스템,1,5,5,4,14,"일회용컵 정렬 수거, 친환경 니치"
7992,TECH,"부모님을 향한 자녀의 불안을 해결하고, 혼자 계신 부모님의 일상을 완성하는 프리미엄 전담 비서 매칭 플랫폼 '서포미'",1,4,6,5,15,"부모 전담비서 매칭, 서비스 스케일 제한"
8751,TECH,지방 성형외과/피부과와 연계된 국제 외국인 환자 유치업,1,3,5,5,13,"외국인 환자 유치, 기술성 낮음"
8742,TECH,공격성있는 반려동물 행동 수정을 위한 교구의 다양화와 훈련사의 안전을 고려한 방어기구 제작및 국내외 판매,1,4,4,4,12,"공격성 반려동물 교구, 니치"
